2.189415200000000006e+00 1.500684750000000065e+02 2.383552780000000038e+00 1.000000000000000000e+00 6.680000000000000000e+02 -7.608000000000000318e-01 9.829999999999999849e-02
2.094180150000000129e+00 1.500827209999999923e+02 2.386697219999999842e+00 1.000000000000000000e+00 1.079000000000000000e+03 -1.101699999999999902e+00 1.088999999999999968e-01
2.264772479999999977e+00 1.500890880000000038e+02 2.411213889999999971e+00 1.000000000000000000e+00 5.028000000000000000e+03 -1.486499999999999932e+00 9.239999999999999603e-02
2.090086470000000141e+00 1.501569580000000030e+02 2.212883329999999926e+00 2.000000000000000000e+00 2.183000000000000000e+03 -1.257900000000000018e+00 1.363000000000000045e-01
1.934256570000000064e+00 1.501481039999999894e+02 2.217508329999999805e+00 2.000000000000000000e+00 2.779000000000000000e+03 -1.022899999999999920e+00 1.910000000000000031e-01
2.091937249999999970e+00 1.501528130000000090e+02 2.218813889999999844e+00 2.000000000000000000e+00 2.899000000000000000e+03 -8.527000000000000135e-01 2.069999999999999896e-01
2.229999999999999982e+00 1.501414959999999894e+02 2.221124999999999794e+00 2.000000000000000000e+00 3.332000000000000000e+03 -2.178999999999999826e+00 1.353000000000000036e-01
1.968862300000000065e+00 1.500815580000000011e+02 2.318547220000000131e+00 3.000000000000000000e+00 9.070000000000000000e+02 -1.646900000000000031e+00 1.042000000000000010e-01
2.082787549999999932e+00 1.500736369999999908e+02 2.321158329999999825e+00 3.000000000000000000e+00 1.178000000000000000e+03 -9.754000000000000448e-01 1.771000000000000074e-01
2.083948190000000089e+00 1.500721039999999959e+02 2.324024999999999785e+00 3.000000000000000000e+00 1.431000000000000000e+03 -9.637999999999999901e-01 1.277000000000000079e-01
2.050489409999999957e+00 1.500896669999999915e+02 2.331574999999999953e+00 3.000000000000000000e+00 2.273000000000000000e+03 -1.452099999999999946e+00 1.552999999999999936e-01
1.974874969999999896e+00 1.500655539999999917e+02 2.341141669999999841e+00 3.000000000000000000e+00 3.461000000000000000e+03 -1.396300000000000097e+00 4.742000000000000104e-01
2.230286870000000032e+00 1.500915080000000046e+02 2.343780559999999902e+00 3.000000000000000000e+00 3.710000000000000000e+03 -5.376999999999999558e-01 4.396999999999999797e-01
2.025314180000000075e+00 1.501965170000000001e+02 2.295688890000000093e+00 4.000000000000000000e+00 1.941000000000000000e+03 -1.331099999999999950e+00 8.119999999999999440e-02
2.095464799999999794e+00 1.501735580000000141e+02 2.300044440000000190e+00 4.000000000000000000e+00 2.446000000000000000e+03 -1.089499999999999913e+00 1.000999999999999945e-01
2.070009699999999953e+00 1.501700920000000110e+02 2.306355560000000082e+00 4.000000000000000000e+00 2.968000000000000000e+03 -1.428299999999999903e+00 5.750000000000000250e-02
2.096058049999999895e+00 1.501788080000000036e+02 2.307116670000000092e+00 4.000000000000000000e+00 3.289000000000000000e+03 -1.593399999999999928e+00 1.942000000000000115e-01
1.927121010000000023e+00 1.501610169999999869e+02 2.310072219999999898e+00 4.000000000000000000e+00 3.368000000000000000e+03 -1.631699999999999928e+00 2.386000000000000065e-01
2.290154789999999885e+00 1.501758749999999907e+02 2.313483329999999949e+00 4.000000000000000000e+00 4.169000000000000000e+03 -1.243100000000000094e+00 3.180000000000000049e-01
1.963818309999999956e+00 1.500709960000000081e+02 2.245966670000000054e+00 5.000000000000000000e+00 9.030000000000000000e+02 -1.324999999999999956e+00 2.127999999999999892e-01
2.310000000000000053e+00 1.500778170000000102e+02 2.249972220000000078e+00 5.000000000000000000e+00 1.584000000000000000e+03 3.271999999999999909e-01 1.648099999999999898e+00
2.093123180000000083e+00 1.500913380000000075e+02 2.261105559999999848e+00 5.000000000000000000e+00 2.925000000000000000e+03 -1.831199999999999939e+00 4.346999999999999753e-01
2.163391009999999781e+00 1.500862290000000030e+02 2.214830559999999782e+00 6.000000000000000000e+00 1.498000000000000000e+03 -5.958999999999999853e-01 2.187999999999999945e-01
2.107312460000000165e+00 1.500991380000000106e+02 2.219547219999999932e+00 6.000000000000000000e+00 2.084000000000000000e+03 -1.497500000000000053e+00 4.171000000000000263e-01
1.919115439999999895e+00 1.500688250000000039e+02 2.223708330000000011e+00 6.000000000000000000e+00 2.492000000000000000e+03 -3.470000000000000168e-02 3.138000000000000234e-01
2.104602419999999974e+00 1.500717500000000086e+02 2.227216669999999787e+00 6.000000000000000000e+00 2.905000000000000000e+03 -1.499200000000000088e+00 3.553000000000000047e-01
2.201655060000000219e+00 1.500799460000000067e+02 2.231255560000000138e+00 6.000000000000000000e+00 3.335000000000000000e+03 -1.570400000000000018e+00 3.261999999999999900e-01
2.103297870000000014e+00 1.500799710000000005e+02 2.235169439999999952e+00 6.000000000000000000e+00 5.586000000000000000e+03 -1.380100000000000104e+00 1.789999999999999925e-01
2.178966340000000113e+00 1.501084079999999972e+02 2.439713890000000163e+00 8.000000000000000000e+00 7.700000000000000000e+02 -1.457300000000000040e+00 7.749999999999999944e-02
1.973002230000000079e+00 1.501019210000000044e+02 2.449116669999999996e+00 8.000000000000000000e+00 1.415000000000000000e+03 -1.299299999999999899e+00 1.582999999999999963e-01
1.975553480000000084e+00 1.500998040000000060e+02 2.449527779999999932e+00 8.000000000000000000e+00 1.498000000000000000e+03 -1.511100000000000110e+00 1.743999999999999995e-01
2.168883810000000079e+00 1.501769789999999887e+02 2.334458329999999915e+00 9.000000000000000000e+00 2.134000000000000000e+03 -1.297199999999999909e+00 2.094999999999999918e-01
2.174765359999999870e+00 1.501773080000000107e+02 2.337791670000000099e+00 9.000000000000000000e+00 2.550000000000000000e+03 -1.036999999999999922e+00 2.399999999999999911e-01
2.252545829999999860e+00 1.501513250000000141e+02 2.471497219999999828e+00 1.100000000000000000e+01 2.727000000000000000e+03 -1.554200000000000026e+00 2.934999999999999831e-01
2.087972430000000212e+00 1.500983879999999999e+02 2.265933330000000190e+00 1.200000000000000000e+01 1.401000000000000000e+03 -1.318400000000000016e+00 1.491000000000000103e-01
1.921222610000000053e+00 1.501232329999999990e+02 2.284113889999999980e+00 1.200000000000000000e+01 3.871000000000000000e+03 -1.503600000000000048e+00 1.248999999999999971e-01
2.092884119999999903e+00 1.501193210000000136e+02 2.296850000000000058e+00 1.200000000000000000e+01 4.033000000000000000e+03 -1.836500000000000021e+00 1.472999999999999865e-01
2.282700750000000056e+00 1.501135170000000016e+02 2.292102780000000006e+00 1.200000000000000000e+01 4.593000000000000000e+03 -1.750499999999999945e+00 3.174000000000000155e-01
2.290000000000000036e+00 1.501133869999999888e+02 2.291844440000000205e+00 1.200000000000000000e+01 4.605000000000000000e+03 -1.870500000000000052e+00 3.840000000000000080e-01
2.219649309999999875e+00 1.500953539999999862e+02 2.287224999999999842e+00 1.200000000000000000e+01 4.979000000000000000e+03 -1.404600000000000071e+00 2.031000000000000028e-01
2.224101430000000157e+00 1.501108959999999968e+02 2.287369439999999976e+00 1.200000000000000000e+01 5.054000000000000000e+03 -2.397200000000000220e+00 4.638999999999999790e-01
2.195209259999999940e+00 1.501149039999999957e+02 2.230080560000000212e+00 1.300000000000000000e+01 1.298000000000000000e+03 -1.775700000000000056e+00 2.727999999999999869e-01
